State,County,FIPS,MapDate,DSCI
AZ,Greenlee County,04011,20091117,182
AZ,Greenlee County,04011,20091124,212
AZ,Greenlee County,04011,20091201,212
AZ,Greenlee County,04011,20091208,212
AZ,Greenlee County,04011,20091215,209
AZ,Greenlee County,04011,20091222,209
AZ,Greenlee County,04011,20091229,209
AZ,Greenlee County,04011,20100105,209
AZ,Greenlee County,04011,20100112,237
AZ,Greenlee County,04011,20100119,237
AZ,Greenlee County,04011,20100126,75
AZ,Greenlee County,04011,20100202,24
AZ,Greenlee County,04011,20100209,0
AZ,Greenlee County,04011,20100216,0
AZ,Greenlee County,04011,20100223,0
AZ,Greenlee County,04011,20100302,0
AZ,Greenlee County,04011,20100309,0
AZ,Greenlee County,04011,20100316,0
AZ,Greenlee County,04011,20100323,0
AZ,Greenlee County,04011,20100330,0
AZ,Greenlee County,04011,20100406,0
AZ,Greenlee County,04011,20100413,0
AZ,Greenlee County,04011,20100420,0
AZ,Greenlee County,04011,20100427,0
AZ,Greenlee County,04011,20100504,0
AZ,Greenlee County,04011,20100511,0
AZ,Greenlee County,04011,20100518,0
AZ,Greenlee County,04011,20100525,0
AZ,Greenlee County,04011,20100601,0
AZ,Greenlee County,04011,20100608,0
AZ,Greenlee County,04011,20100615,0
AZ,Greenlee County,04011,20100622,0
AZ,Greenlee County,04011,20100629,0
AZ,Greenlee County,04011,20100706,0
AZ,Greenlee County,04011,20100713,0
AZ,Greenlee County,04011,20100720,0
AZ,Greenlee County,04011,20100727,0
AZ,Greenlee County,04011,20100803,0
AZ,Greenlee County,04011,20100810,0
AZ,Greenlee County,04011,20100817,0
AZ,Greenlee County,04011,20100824,0
AZ,Greenlee County,04011,20100831,0
AZ,Greenlee County,04011,20100907,0
AZ,Greenlee County,04011,20100914,0
AZ,Greenlee County,04011,20100921,0
AZ,Greenlee County,04011,20100928,0
AZ,Greenlee County,04011,20101005,0
AZ,Greenlee County,04011,20101012,0
AZ,Greenlee County,04011,20101019,0
AZ,Greenlee County,04011,20101026,0
AZ,Greenlee County,04011,20101102,0
AZ,Greenlee County,04011,20101109,0
AZ,Greenlee County,04011,20101116,0
AZ,Greenlee County,04011,20101123,0
AZ,Greenlee County,04011,20101130,0
AZ,Greenlee County,04011,20101207,100
AZ,Greenlee County,04011,20101214,178
AZ,Greenlee County,04011,20101221,179
AZ,Greenlee County,04011,20101228,179
AZ,Greenlee County,04011,20110104,178
AZ,Greenlee County,04011,20110111,178
AZ,Greenlee County,04011,20110118,179
AZ,Greenlee County,04011,20110125,179
AZ,Greenlee County,04011,20110201,198
AZ,Greenlee County,04011,20110208,219
AZ,Greenlee County,04011,20110215,219
AZ,Greenlee County,04011,20110222,219
AZ,Greenlee County,04011,20110301,219
AZ,Greenlee County,04011,20110308,219
AZ,Greenlee County,04011,20110315,221
AZ,Greenlee County,04011,20110322,282
AZ,Greenlee County,04011,20110329,313
AZ,Greenlee County,04011,20110405,350
AZ,Greenlee County,04011,20110412,350
AZ,Greenlee County,04011,20110419,350
AZ,Greenlee County,04011,20110426,350
AZ,Greenlee County,04011,20110503,398
AZ,Greenlee County,04011,20110510,398
AZ,Greenlee County,04011,20110517,398
AZ,Greenlee County,04011,20110524,398
AZ,Greenlee County,04011,20110531,398
AZ,Greenlee County,04011,20110607,407
AZ,Greenlee County,04011,20110614,436
AZ,Greenlee County,04011,20110621,436
AZ,Greenlee County,04011,20110628,436
AZ,Greenlee County,04011,20110705,436
AZ,Greenlee County,04011,20110712,421
AZ,Greenlee County,04011,20110719,421
AZ,Greenlee County,04011,20110726,421
AZ,Greenlee County,04011,20110802,421
AZ,Greenlee County,04011,20110809,421
AZ,Greenlee County,04011,20110816,421
AZ,Greenlee County,04011,20110823,410
AZ,Greenlee County,04011,20110830,376
AZ,Greenlee County,04011,20110906,409
AZ,Greenlee County,04011,20110913,409
AZ,Greenlee County,04011,20110920,398
AZ,Greenlee County,04011,20110927,398
AZ,Greenlee County,04011,20111004,398
AZ,Greenlee County,04011,20111011,372
AZ,Greenlee County,04011,20111018,372
AZ,Greenlee County,04011,20111025,372
AZ,Greenlee County,04011,20111101,372
AZ,Greenlee County,04011,20111108,372
AZ,Greenlee County,04011,20111115,371
AZ,Greenlee County,04011,20111122,371
AZ,Greenlee County,04011,20111129,371
AZ,Greenlee County,04011,20111206,371
AZ,Greenlee County,04011,20111213,354
AZ,Greenlee County,04011,20111220,254
AZ,Greenlee County,04011,20111227,254
AZ,Greenlee County,04011,20120103,254
AZ,Greenlee County,04011,20120110,254
AZ,Greenlee County,04011,20120117,254
AZ,Greenlee County,04011,20120124,254
AZ,Greenlee County,04011,20120131,254
AZ,Greenlee County,04011,20120207,254
AZ,Greenlee County,04011,20120214,254
AZ,Greenlee County,04011,20120221,254
AZ,Greenlee County,04011,20120228,251
AZ,Greenlee County,04011,20120306,251
AZ,Greenlee County,04011,20120313,300
AZ,Greenlee County,04011,20120320,300
AZ,Greenlee County,04011,20120327,300
AZ,Greenlee County,04011,20120403,300
AZ,Greenlee County,04011,20120410,300
AZ,Greenlee County,04011,20120417,300
AZ,Greenlee County,04011,20120424,300
AZ,Greenlee County,04011,20120501,300
AZ,Greenlee County,04011,20120508,300
AZ,Greenlee County,04011,20120515,300
AZ,Greenlee County,04011,20120522,300
AZ,Greenlee County,04011,20120529,300
AZ,Greenlee County,04011,20120605,300
AZ,Greenlee County,04011,20120612,300
AZ,Greenlee County,04011,20120619,300
AZ,Greenlee County,04011,20120626,300
AZ,Greenlee County,04011,20120703,300
AZ,Greenlee County,04011,20120710,300
AZ,Greenlee County,04011,20120717,300
AZ,Greenlee County,04011,20120724,300
AZ,Greenlee County,04011,20120731,300
AZ,Greenlee County,04011,20120807,300
AZ,Greenlee County,04011,20120814,300
AZ,Greenlee County,04011,20120821,300
AZ,Greenlee County,04011,20120828,200
AZ,Greenlee County,04011,20120904,200
AZ,Greenlee County,04011,20120911,200
AZ,Greenlee County,04011,20120918,200
AZ,Greenlee County,04011,20120925,200
AZ,Greenlee County,04011,20121002,200
AZ,Greenlee County,04011,20121009,200
AZ,Greenlee County,04011,20121016,200
AZ,Greenlee County,04011,20121023,200
AZ,Greenlee County,04011,20121030,200
AZ,Greenlee County,04011,20121106,220
AZ,Greenlee County,04011,20121113,212
AZ,Greenlee County,04011,20121120,212
AZ,Greenlee County,04011,20121127,212
AZ,Greenlee County,04011,20121204,212
AZ,Greenlee County,04011,20121211,212
AZ,Greenlee County,04011,20121218,212
AZ,Greenlee County,04011,20121225,212
AZ,Greenlee County,04011,20130101,212
AZ,Greenlee County,04011,20130108,212
AZ,Greenlee County,04011,20130115,213
AZ,Greenlee County,04011,20130122,213
AZ,Greenlee County,04011,20130129,213
AZ,Greenlee County,04011,20130205,213
AZ,Greenlee County,04011,20130212,213
AZ,Greenlee County,04011,20130219,213
AZ,Greenlee County,04011,20130226,213
AZ,Greenlee County,04011,20130305,213
AZ,Greenlee County,04011,20130312,205
AZ,Greenlee County,04011,20130319,205
AZ,Greenlee County,04011,20130326,205
AZ,Greenlee County,04011,20130402,205
AZ,Greenlee County,04011,20130409,232
AZ,Greenlee County,04011,20130416,271
AZ,Greenlee County,04011,20130423,336
AZ,Greenlee County,04011,20130430,339
AZ,Greenlee County,04011,20130507,339
AZ,Greenlee County,04011,20130514,340
AZ,Greenlee County,04011,20130521,340
AZ,Greenlee County,04011,20130528,340
AZ,Greenlee County,04011,20130604,340
AZ,Greenlee County,04011,20130611,340
AZ,Greenlee County,04011,20130618,340
AZ,Greenlee County,04011,20130625,342
AZ,Greenlee County,04011,20130702,342
AZ,Greenlee County,04011,20130709,315
AZ,Greenlee County,04011,20130716,315
AZ,Greenlee County,04011,20130723,301
AZ,Greenlee County,04011,20130730,300
AZ,Greenlee County,04011,20130806,264
AZ,Greenlee County,04011,20130813,264
AZ,Greenlee County,04011,20130820,264
AZ,Greenlee County,04011,20130827,264
AZ,Greenlee County,04011,20130903,235
AZ,Greenlee County,04011,20130910,217
AZ,Greenlee County,04011,20130917,174
AZ,Greenlee County,04011,20130924,174
AZ,Greenlee County,04011,20131001,174
AZ,Greenlee County,04011,20131008,174
AZ,Greenlee County,04011,20131015,174
AZ,Greenlee County,04011,20131022,174
AZ,Greenlee County,04011,20131029,174
AZ,Greenlee County,04011,20131105,174
AZ,Greenlee County,04011,20131112,174
AZ,Greenlee County,04011,20131119,174
AZ,Greenlee County,04011,20131126,172
AZ,Greenlee County,04011,20131203,172
AZ,Greenlee County,04011,20131210,172
AZ,Greenlee County,04011,20131217,172
AZ,Greenlee County,04011,20131224,172
AZ,Greenlee County,04011,20131231,172
AZ,Greenlee County,04011,20140107,175
AZ,Greenlee County,04011,20140114,175
AZ,Greenlee County,04011,20140121,175
AZ,Greenlee County,04011,20140128,246
AZ,Greenlee County,04011,20140204,246
AZ,Greenlee County,04011,20140211,256
AZ,Greenlee County,04011,20140218,300
AZ,Greenlee County,04011,20140225,300
AZ,Greenlee County,04011,20140304,300
AZ,Greenlee County,04011,20140311,300
AZ,Greenlee County,04011,20140318,300
AZ,Greenlee County,04011,20140325,300
AZ,Greenlee County,04011,20140401,300
AZ,Greenlee County,04011,20140408,300
AZ,Greenlee County,04011,20140415,300
AZ,Greenlee County,04011,20140422,300
AZ,Greenlee County,04011,20140429,305
AZ,Greenlee County,04011,20140506,305
AZ,Greenlee County,04011,20140513,305
AZ,Greenlee County,04011,20140520,305
AZ,Greenlee County,04011,20140527,305
AZ,Greenlee County,04011,20140603,305
AZ,Greenlee County,04011,20140610,360
AZ,Greenlee County,04011,20140617,360
AZ,Greenlee County,04011,20140624,360
AZ,Greenlee County,04011,20140701,370
AZ,Greenlee County,04011,20140708,370
AZ,Greenlee County,04011,20140715,339
AZ,Greenlee County,04011,20140722,339
AZ,Greenlee County,04011,20140729,339
AZ,Greenlee County,04011,20140805,300
AZ,Greenlee County,04011,20140812,300
AZ,Greenlee County,04011,20140819,280
AZ,Greenlee County,04011,20140826,280
AZ,Greenlee County,04011,20140902,280
AZ,Greenlee County,04011,20140909,280
AZ,Greenlee County,04011,20140916,280
AZ,Greenlee County,04011,20140923,277
AZ,Greenlee County,04011,20140930,277
AZ,Greenlee County,04011,20141007,277
AZ,Greenlee County,04011,20141014,277
AZ,Greenlee County,04011,20141021,271
AZ,Greenlee County,04011,20141028,271
AZ,Greenlee County,04011,20141104,271
AZ,Greenlee County,04011,20141111,271
AZ,Greenlee County,04011,20141118,271
AZ,Greenlee County,04011,20141125,271
AZ,Greenlee County,04011,20141202,271
AZ,Greenlee County,04011,20141209,271
AZ,Greenlee County,04011,20141216,271
AZ,Greenlee County,04011,20141223,271
AZ,Greenlee County,04011,20141230,271
AZ,Greenlee County,04011,20150106,271
AZ,Greenlee County,04011,20150113,271
AZ,Greenlee County,04011,20150120,271
AZ,Greenlee County,04011,20150127,271
AZ,Greenlee County,04011,20150203,256
AZ,Greenlee County,04011,20150210,256
AZ,Greenlee County,04011,20150217,256
AZ,Greenlee County,04011,20150224,256
AZ,Greenlee County,04011,20150303,256
AZ,Greenlee County,04011,20150310,256
AZ,Greenlee County,04011,20150317,280
AZ,Greenlee County,04011,20150324,280
AZ,Greenlee County,04011,20150331,280
AZ,Greenlee County,04011,20150407,280
AZ,Greenlee County,04011,20150414,280
AZ,Greenlee County,04011,20150421,280
AZ,Greenlee County,04011,20150428,280
AZ,Greenlee County,04011,20150505,280
AZ,Greenlee County,04011,20150512,280
AZ,Greenlee County,04011,20150519,280
AZ,Greenlee County,04011,20150526,280
AZ,Greenlee County,04011,20150602,280
AZ,Greenlee County,04011,20150609,280
AZ,Greenlee County,04011,20150616,280
AZ,Greenlee County,04011,20150623,280
AZ,Greenlee County,04011,20150630,280
AZ,Greenlee County,04011,20150707,280
AZ,Greenlee County,04011,20150714,280
AZ,Greenlee County,04011,20150721,279
AZ,Greenlee County,04011,20150728,279
AZ,Greenlee County,04011,20150804,279
AZ,Greenlee County,04011,20150811,279
AZ,Greenlee County,04011,20150818,218
AZ,Greenlee County,04011,20150825,218
AZ,Greenlee County,04011,20150901,218
AZ,Greenlee County,04011,20150908,218
AZ,Greenlee County,04011,20150915,218
AZ,Greenlee County,04011,20150922,133
AZ,Greenlee County,04011,20150929,113
AZ,Greenlee County,04011,20151006,113
AZ,Greenlee County,04011,20151013,113
AZ,Greenlee County,04011,20151020,113
AZ,Greenlee County,04011,20151027,108
AZ,Greenlee County,04011,20151103,108
AZ,Greenlee County,04011,20151110,108
AZ,Greenlee County,04011,20151117,108
AZ,Greenlee County,04011,20151124,108
AZ,Greenlee County,04011,20151201,110
AZ,Greenlee County,04011,20151208,110
AZ,Greenlee County,04011,20151215,110
AZ,Greenlee County,04011,20151222,110
AZ,Greenlee County,04011,20151229,110
AZ,Greenlee County,04011,20160105,110
AZ,Greenlee County,04011,20160112,65
AZ,Greenlee County,04011,20160119,65
AZ,Greenlee County,04011,20160126,65
AZ,Greenlee County,04011,20160202,64
AZ,Greenlee County,04011,20160209,64
AZ,Greenlee County,04011,20160216,64
AZ,Greenlee County,04011,20160223,80
AZ,Greenlee County,04011,20160301,110
AZ,Greenlee County,04011,20160308,110
AZ,Greenlee County,04011,20160315,159
AZ,Greenlee County,04011,20160322,200
AZ,Greenlee County,04011,20160329,200
AZ,Greenlee County,04011,20160405,200
AZ,Greenlee County,04011,20160412,200
AZ,Greenlee County,04011,20160419,200
AZ,Greenlee County,04011,20160426,200
AZ,Greenlee County,04011,20160503,200
AZ,Greenlee County,04011,20160510,200
AZ,Greenlee County,04011,20160517,200
AZ,Greenlee County,04011,20160524,200
AZ,Greenlee County,04011,20160531,200
AZ,Greenlee County,04011,20160607,200
AZ,Greenlee County,04011,20160614,200
AZ,Greenlee County,04011,20160621,200
AZ,Greenlee County,04011,20160628,200
AZ,Greenlee County,04011,20160705,200
AZ,Greenlee County,04011,20160712,200
AZ,Greenlee County,04011,20160719,200
AZ,Greenlee County,04011,20160726,200
AZ,Greenlee County,04011,20160802,200
AZ,Greenlee County,04011,20160809,200
AZ,Greenlee County,04011,20160816,200
AZ,Greenlee County,04011,20160823,200
AZ,Greenlee County,04011,20160830,200
AZ,Greenlee County,04011,20160906,200
AZ,Greenlee County,04011,20160913,102
AZ,Greenlee County,04011,20160920,102
AZ,Greenlee County,04011,20160927,102
AZ,Greenlee County,04011,20161004,28
AZ,Greenlee County,04011,20161011,28
AZ,Greenlee County,04011,20161018,28
AZ,Greenlee County,04011,20161025,28
AZ,Greenlee County,04011,20161101,28
AZ,Greenlee County,04011,20161108,28
AZ,Greenlee County,04011,20161115,28
AZ,Greenlee County,04011,20161122,28
AZ,Greenlee County,04011,20161129,28
AZ,Greenlee County,04011,20161206,28
AZ,Greenlee County,04011,20161213,32
AZ,Greenlee County,04011,20161220,32
AZ,Greenlee County,04011,20161227,22
AZ,Greenlee County,04011,20170103,22
AZ,Greenlee County,04011,20170110,22
AZ,Greenlee County,04011,20170117,22
AZ,Greenlee County,04011,20170124,7
AZ,Greenlee County,04011,20170131,7
AZ,Greenlee County,04011,20170207,7
AZ,Greenlee County,04011,20170214,7
AZ,Greenlee County,04011,20170221,7
AZ,Greenlee County,04011,20170228,7
AZ,Greenlee County,04011,20170307,6
AZ,Greenlee County,04011,20170314,6
AZ,Greenlee County,04011,20170321,6
AZ,Greenlee County,04011,20170328,6
AZ,Greenlee County,04011,20170404,6
AZ,Greenlee County,04011,20170411,6
AZ,Greenlee County,04011,20170418,100
AZ,Greenlee County,04011,20170425,100
AZ,Greenlee County,04011,20170502,100
AZ,Greenlee County,04011,20170509,128
AZ,Greenlee County,04011,20170516,128
AZ,Greenlee County,04011,20170523,128
AZ,Greenlee County,04011,20170530,128
AZ,Greenlee County,04011,20170606,128
AZ,Greenlee County,04011,20170613,128
AZ,Greenlee County,04011,20170620,128
AZ,Greenlee County,04011,20170627,128
AZ,Greenlee County,04011,20170704,128
AZ,Greenlee County,04011,20170711,128
AZ,Greenlee County,04011,20170718,128
AZ,Greenlee County,04011,20170725,57
AZ,Greenlee County,04011,20170801,20
AZ,Greenlee County,04011,20170808,20
AZ,Greenlee County,04011,20170815,20
AZ,Greenlee County,04011,20170822,0
AZ,Greenlee County,04011,20170829,0
AZ,Greenlee County,04011,20170905,0
AZ,Greenlee County,04011,20170912,0
AZ,Greenlee County,04011,20170919,0
AZ,Greenlee County,04011,20170926,100
AZ,Greenlee County,04011,20171003,100
AZ,Greenlee County,04011,20171010,100
AZ,Greenlee County,04011,20171017,100
AZ,Greenlee County,04011,20171024,100
AZ,Greenlee County,04011,20171031,108
AZ,Greenlee County,04011,20171107,142
AZ,Greenlee County,04011,20171114,142
AZ,Greenlee County,04011,20171121,142
AZ,Greenlee County,04011,20171128,200
AZ,Greenlee County,04011,20171205,200
AZ,Greenlee County,04011,20171212,200
AZ,Greenlee County,04011,20171219,200
AZ,Greenlee County,04011,20171226,200
AZ,Greenlee County,04011,20180102,260
AZ,Greenlee County,04011,20180109,260
AZ,Greenlee County,04011,20180116,260
AZ,Greenlee County,04011,20180123,277
AZ,Greenlee County,04011,20180130,295
AZ,Greenlee County,04011,20180206,316
AZ,Greenlee County,04011,20180213,316
AZ,Greenlee County,04011,20180220,309
AZ,Greenlee County,04011,20180227,309
AZ,Greenlee County,04011,20180306,309
AZ,Greenlee County,04011,20180313,309
AZ,Greenlee County,04011,20180320,309
AZ,Greenlee County,04011,20180327,309
AZ,Greenlee County,04011,20180403,349
AZ,Greenlee County,04011,20180410,350
AZ,Greenlee County,04011,20180417,350
AZ,Greenlee County,04011,20180424,359
AZ,Greenlee County,04011,20180501,359
AZ,Greenlee County,04011,20180508,359
AZ,Greenlee County,04011,20180515,360
AZ,Greenlee County,04011,20180522,366
AZ,Greenlee County,04011,20180529,385
AZ,Greenlee County,04011,20180605,385
AZ,Greenlee County,04011,20180612,385
AZ,Greenlee County,04011,20180619,385
AZ,Greenlee County,04011,20180626,385
AZ,Greenlee County,04011,20180703,385
AZ,Greenlee County,04011,20180710,385
AZ,Greenlee County,04011,20180717,363
AZ,Greenlee County,04011,20180724,358
AZ,Greenlee County,04011,20180731,320
AZ,Greenlee County,04011,20180807,297
AZ,Greenlee County,04011,20180814,297
AZ,Greenlee County,04011,20180821,297
AZ,Greenlee County,04011,20180828,297
AZ,Greenlee County,04011,20180904,297
AZ,Greenlee County,04011,20180911,297
AZ,Greenlee County,04011,20180918,297
AZ,Greenlee County,04011,20180925,297
AZ,Greenlee County,04011,20181002,297
AZ,Greenlee County,04011,20181009,296
AZ,Greenlee County,04011,20181016,285
AZ,Greenlee County,04011,20181023,285
AZ,Greenlee County,04011,20181030,285
AZ,Greenlee County,04011,20181106,285
AZ,Greenlee County,04011,20181113,285
AZ,Greenlee County,04011,20181120,285
AZ,Greenlee County,04011,20181127,285
AZ,Greenlee County,04011,20181204,285
AZ,Greenlee County,04011,20181211,285
AZ,Greenlee County,04011,20181218,285
AZ,Greenlee County,04011,20181225,285
AZ,Greenlee County,04011,20190101,285
AZ,Greenlee County,04011,20190108,200
AZ,Greenlee County,04011,20190115,191
AZ,Greenlee County,04011,20190122,180
AZ,Greenlee County,04011,20190129,180
AZ,Greenlee County,04011,20190205,178
AZ,Greenlee County,04011,20190212,178
AZ,Greenlee County,04011,20190219,178
AZ,Greenlee County,04011,20190226,99
AZ,Greenlee County,04011,20190305,99
AZ,Greenlee County,04011,20190312,95
AZ,Greenlee County,04011,20190319,55
AZ,Greenlee County,04011,20190326,55
AZ,Greenlee County,04011,20190402,55
AZ,Greenlee County,04011,20190409,55
AZ,Greenlee County,04011,20190416,55
AZ,Greenlee County,04011,20190423,0
AZ,Greenlee County,04011,20190430,0
AZ,Greenlee County,04011,20190507,0
AZ,Greenlee County,04011,20190514,0
AZ,Greenlee County,04011,20190521,0
AZ,Greenlee County,04011,20190528,0
AZ,Greenlee County,04011,20190604,0
AZ,Greenlee County,04011,20190611,0
AZ,Greenlee County,04011,20190618,0
AZ,Greenlee County,04011,20190625,0
AZ,Greenlee County,04011,20190702,0
AZ,Greenlee County,04011,20190709,0
AZ,Greenlee County,04011,20190716,0
AZ,Greenlee County,04011,20190723,0
AZ,Greenlee County,04011,20190730,0
AZ,Greenlee County,04011,20190806,0
AZ,Greenlee County,04011,20190813,12
AZ,Greenlee County,04011,20190820,12
AZ,Greenlee County,04011,20190827,47
AZ,Greenlee County,04011,20190903,137
AZ,Greenlee County,04011,20190910,200
AZ,Greenlee County,04011,20190917,200
AZ,Greenlee County,04011,20190924,200
AZ,Greenlee County,04011,20191001,200
AZ,Greenlee County,04011,20191008,190
AZ,Greenlee County,04011,20191015,190
AZ,Greenlee County,04011,20191022,226
AZ,Greenlee County,04011,20191029,226
AZ,Greenlee County,04011,20191105,226
AZ,Greenlee County,04011,20191112,228
AZ,Greenlee County,04011,20191119,228
AZ,Greenlee County,04011,20191126,211
AZ,Greenlee County,04011,20191203,112
AZ,Greenlee County,04011,20191210,44
AZ,Greenlee County,04011,20191217,44
AZ,Greenlee County,04011,20191224,44
AZ,Greenlee County,04011,20191231,44
AZ,Greenlee County,04011,20200107,44
AZ,Greenlee County,04011,20200114,44
AZ,Greenlee County,04011,20200121,44
AZ,Greenlee County,04011,20200128,44
AZ,Greenlee County,04011,20200204,44
AZ,Greenlee County,04011,20200211,44
AZ,Greenlee County,04011,20200218,30
AZ,Greenlee County,04011,20200225,0
AZ,Greenlee County,04011,20200303,0
AZ,Greenlee County,04011,20200310,0
AZ,Greenlee County,04011,20200317,0
AZ,Greenlee County,04011,20200324,0
AZ,Greenlee County,04011,20200331,0
AZ,Greenlee County,04011,20200407,0
AZ,Greenlee County,04011,20200414,0
AZ,Greenlee County,04011,20200421,0
AZ,Greenlee County,04011,20200428,0
AZ,Greenlee County,04011,20200505,0
AZ,Greenlee County,04011,20200512,0
AZ,Greenlee County,04011,20200519,0
AZ,Greenlee County,04011,20200526,0
AZ,Greenlee County,04011,20200602,0
AZ,Greenlee County,04011,20200609,56
AZ,Greenlee County,04011,20200616,56
AZ,Greenlee County,04011,20200623,56
AZ,Greenlee County,04011,20200630,56
AZ,Greenlee County,04011,20200707,100
AZ,Greenlee County,04011,20200714,100
AZ,Greenlee County,04011,20200721,200
AZ,Greenlee County,04011,20200728,200
AZ,Greenlee County,04011,20200804,296
AZ,Greenlee County,04011,20200811,296
AZ,Greenlee County,04011,20200818,300
AZ,Greenlee County,04011,20200825,379
AZ,Greenlee County,04011,20200901,379
AZ,Greenlee County,04011,20200908,400
AZ,Greenlee County,04011,20200915,400
AZ,Greenlee County,04011,20200922,400
AZ,Greenlee County,04011,20200929,400
AZ,Greenlee County,04011,20201006,400
AZ,Greenlee County,04011,20201013,400
AZ,Greenlee County,04011,20201020,400
AZ,Greenlee County,04011,20201027,400
AZ,Greenlee County,04011,20201103,400
AZ,Greenlee County,04011,20201110,400
AZ,Greenlee County,04011,20201117,500
AZ,Greenlee County,04011,20201124,500
AZ,Greenlee County,04011,20201201,500
AZ,Greenlee County,04011,20201208,500
AZ,Greenlee County,04011,20201215,500
AZ,Greenlee County,04011,20201222,500
AZ,Greenlee County,04011,20201229,500
AZ,Greenlee County,04011,20210105,500
AZ,Greenlee County,04011,20210112,500
AZ,Greenlee County,04011,20210119,500
AZ,Greenlee County,04011,20210126,497
AZ,Greenlee County,04011,20210202,497
AZ,Greenlee County,04011,20210209,497
AZ,Greenlee County,04011,20210216,497
AZ,Greenlee County,04011,20210223,497
AZ,Greenlee County,04011,20210302,497
AZ,Greenlee County,04011,20210309,497
AZ,Greenlee County,04011,20210316,497
AZ,Greenlee County,04011,20210323,497
AZ,Greenlee County,04011,20210330,497
AZ,Greenlee County,04011,20210406,497
AZ,Greenlee County,04011,20210413,497
AZ,Greenlee County,04011,20210420,497
AZ,Greenlee County,04011,20210427,497
AZ,Greenlee County,04011,20210504,497
AZ,Greenlee County,04011,20210511,497
AZ,Greenlee County,04011,20210518,497
AZ,Greenlee County,04011,20210525,497
AZ,Greenlee County,04011,20210601,497
AZ,Greenlee County,04011,20210608,497
AZ,Greenlee County,04011,20210615,497
AZ,Greenlee County,04011,20210622,497
AZ,Greenlee County,04011,20210629,497
AZ,Greenlee County,04011,20210706,497
AZ,Greenlee County,04011,20210713,497
AZ,Greenlee County,04011,20210720,483
AZ,Greenlee County,04011,20210727,394
AZ,Greenlee County,04011,20210803,313
AZ,Greenlee County,04011,20210810,313
AZ,Greenlee County,04011,20210817,283
AZ,Greenlee County,04011,20210824,283
AZ,Greenlee County,04011,20210831,284
AZ,Greenlee County,04011,20210907,203
AZ,Greenlee County,04011,20210914,203
AZ,Greenlee County,04011,20210921,203
AZ,Greenlee County,04011,20210928,203
AZ,Greenlee County,04011,20211005,202
AZ,Greenlee County,04011,20211012,202
AZ,Greenlee County,04011,20211019,200
AZ,Greenlee County,04011,20211026,200
AZ,Greenlee County,04011,20211102,200
AZ,Greenlee County,04011,20211109,200
AZ,Greenlee County,04011,20211116,200
AZ,Greenlee County,04011,20211123,200
AZ,Greenlee County,04011,20211130,200
AZ,Greenlee County,04011,20211207,200
AZ,Greenlee County,04011,20211214,200
AZ,Greenlee County,04011,20211221,199
AZ,Greenlee County,04011,20211228,200
AZ,Greenlee County,04011,20220104,199
AZ,Greenlee County,04011,20220111,197
AZ,Greenlee County,04011,20220118,197
AZ,Greenlee County,04011,20220125,197
AZ,Greenlee County,04011,20220201,197
AZ,Greenlee County,04011,20220208,198
AZ,Greenlee County,04011,20220215,197
AZ,Greenlee County,04011,20220222,197
AZ,Greenlee County,04011,20220301,214
AZ,Greenlee County,04011,20220308,214
AZ,Greenlee County,04011,20220315,214
AZ,Greenlee County,04011,20220322,214
AZ,Greenlee County,04011,20220329,214
AZ,Greenlee County,04011,20220405,300
AZ,Greenlee County,04011,20220412,300
AZ,Greenlee County,04011,20220419,300
AZ,Greenlee County,04011,20220426,300
AZ,Greenlee County,04011,20220503,300
AZ,Greenlee County,04011,20220510,300
AZ,Greenlee County,04011,20220517,300
AZ,Greenlee County,04011,20220524,300
AZ,Greenlee County,04011,20220531,300
AZ,Greenlee County,04011,20220607,300
AZ,Greenlee County,04011,20220614,300
AZ,Greenlee County,04011,20220621,300
AZ,Greenlee County,04011,20220628,200
AZ,Greenlee County,04011,20220705,200
AZ,Greenlee County,04011,20220712,200
AZ,Greenlee County,04011,20220719,200
AZ,Greenlee County,04011,20220726,200
AZ,Greenlee County,04011,20220802,200
AZ,Greenlee County,04011,20220809,200
AZ,Greenlee County,04011,20220816,191
AZ,Greenlee County,04011,20220823,153
AZ,Greenlee County,04011,20220830,153
AZ,Greenlee County,04011,20220906,153
AZ,Greenlee County,04011,20220913,153
AZ,Greenlee County,04011,20220920,100
AZ,Greenlee County,04011,20220927,100
AZ,Greenlee County,04011,20221004,100
AZ,Greenlee County,04011,20221011,100
AZ,Greenlee County,04011,20221018,100
AZ,Greenlee County,04011,20221025,100
AZ,Greenlee County,04011,20221101,100
AZ,Greenlee County,04011,20221108,100
AZ,Greenlee County,04011,20221115,100
AZ,Greenlee County,04011,20221122,100
AZ,Greenlee County,04011,20221129,100
AZ,Greenlee County,04011,20221206,47
AZ,Greenlee County,04011,20221213,47
AZ,Greenlee County,04011,20221220,47
AZ,Greenlee County,04011,20221227,47
AZ,La Paz County,04012,20000104,100
AZ,La Paz County,04012,20000111,100
AZ,La Paz County,04012,20000118,100
AZ,La Paz County,04012,20000125,100
AZ,La Paz County,04012,20000201,100
AZ,La Paz County,04012,20000208,100
AZ,La Paz County,04012,20000215,107
AZ,La Paz County,04012,20000222,107
AZ,La Paz County,04012,20000229,104
AZ,La Paz County,04012,20000307,100
AZ,La Paz County,04012,20000314,0
AZ,La Paz County,04012,20000321,0
AZ,La Paz County,04012,20000328,2
AZ,La Paz County,04012,20000404,0
